,tGravityAccmeanX,tGravityAccCorrelationXY,tGravityAccCorrelationXZ,tGravityAccCorrelationYZ,angletBodyGyroMeanGravityMean,subject,Activity,timepoint
50,0.878983,0.6377268,0.082312603,-0.50728556,-0.97368965,3,WALKING_UPSTAIRS,153
51,0.87333575,0.88838054,0.82330976,0.70359106,-0.52389149,3,WALKING_UPSTAIRS,160
52,0.85919205,0.72137683,-0.83913378,-0.68489578,-0.9339502000000001,3,WALKING_UPSTAIRS,161
53,0.87224429,0.97157308,0.35266809,0.30448195,0.63933792,3,WALKING_UPSTAIRS,172
54,0.8714777,0.88371335,0.88660051,0.7337465999999999,0.9250518,3,WALKING_UPSTAIRS,174
55,0.91900915,0.98549277,-0.67261246,-0.75689147,0.89969657,3,STANDING,193
56,0.93150475,0.96084467,0.5951947,0.39287134,-0.15545788,3,STANDING,196
57,0.8536971,0.82139148,0.88901101,0.5960538000000001,-0.11926395,3,SITTING,207
58,0.83815738,-0.98111539,-0.89013262,0.95725707,0.066204137,3,SITTING,209
59,0.97201228,0.69032337,-0.4795808,0.3009967,-0.1913645,3,SITTING,223
60,-0.2022668,0.97124354,-0.95026257,-0.98428889,0.5365375,3,LAYING,240
61,-0.2244182,0.99294797,-0.99554766,-0.99973866,0.41780971,3,LAYING,246
62,-0.17934607,0.51061829,-0.9348871999999999,-0.76607639,0.67693832,3,LAYING,253
63,0.94026827,0.88835362,0.88740407,0.97091486,-0.85975084,3,WALKING,264
64,0.95666586,0.69478093,0.66940489,0.95527019,0.9463870000000001,3,WALKING_DOWNSTAIRS,293
65,0.95506636,-0.21348293,-0.17485093,0.87610813,0.92499726,3,WALKING_DOWNSTAIRS,294
66,0.94930321,-0.59175579,0.50048891,0.013379239,-0.9926763000000001,3,WALKING_DOWNSTAIRS,295
67,0.95366764,-0.70246044,0.75789116,-0.27753386,0.88321314,3,WALKING_DOWNSTAIRS,296
68,0.94884182,-0.60914697,-0.85689164,0.2749104,-0.94588269,3,WALKING_DOWNSTAIRS,298
69,0.88869362,0.97792462,0.87933534,0.88662596,-0.7113219,3,WALKING_UPSTAIRS,318
70,0.97310374,0.52055017,0.22260188,0.90948332,0.78032217,5,STANDING,24
71,0.9737553,-0.23319626,-0.53304205,-0.56297183,-0.45015361,5,STANDING,26
72,0.74287757,-0.87576742,-0.67898041,0.94155353,-0.078456103,5,SITTING,29
73,0.66143546,0.42414766,-0.95479147,-0.67353053,0.025440632,5,SITTING,38
74,0.95966354,-0.22689631,-0.39806891,0.95925421,-0.44586796,5,SITTING,44
75,-0.49080472,-0.70506417,0.32309,0.35271156,0.34378102,5,LAYING,70
76,-0.48858383,0.47435467,0.35901509,0.75510378,0.26390628,5,LAYING,71
77,-0.48684750000000004,0.86220173,0.6776585999999999,0.40201018,0.13422442,5,LAYING,72
78,0.97113966,0.72770449,-0.14443304,-0.4341678,0.946204,5,WALKING,81
79,0.97693418,-0.075052888,0.16598753,0.10980586,-0.63731319,5,WALKING,84
80,0.97746921,-0.29413542,0.00084116602,0.0009754745699999999,0.62899549,5,WALKING,86
81,0.97238133,0.05051855,-0.44371144,-0.39023634,0.40380156,5,WALKING,90
82,0.93597115,-0.26135955,0.77822886,-0.50702365,-0.88713729,5,WALKING_DOWNSTAIRS,119
83,0.96666538,0.02516467,-0.39044986,0.45405372,-0.8496527,5,WALKING_DOWNSTAIRS,125
84,0.95468145,-0.2690695,0.018591958999999998,0.68973934,-0.74293192,5,WALKING_DOWNSTAIRS,132
85,0.96646207,-0.53594458,-0.10411733,0.33394522,-0.94117501,5,WALKING_DOWNSTAIRS,134
86,0.93707061,-0.0069409155,-0.57645843,0.19144784,-0.75043528,5,WALKING_UPSTAIRS,140
87,0.95903834,0.11105806,0.11767621,0.78940796,0.96613667,5,WALKING_UPSTAIRS,143
88,0.95198934,-0.60684972,-0.97903216,0.48692006,0.68684958,5,STANDING,163
89,0.95326012,-0.88026733,-0.97377228,0.75856201,0.61329368,5,STANDING,164
90,0.96764268,-0.88573148,-0.83236383,0.99246033,0.28486615,5,STANDING,177
91,0.92410109,-0.97294457,0.18072205,-0.3530262,-0.20169334,5,SITTING,188
92,0.91615109,-0.94061498,-0.68433404,0.46582429999999997,0.47212813,5,SITTING,192
93,0.91681584,-0.70169851,-0.98741569,0.60535416,-0.50831622,5,SITTING,198
94,-0.4469464,-0.99765185,0.14886544,-0.10004403,-0.12122793,5,LAYING,210
95,-0.44048097,-0.41127786,0.54434705,-0.98493296,0.014875921,5,LAYING,214
96,-0.46838793,-0.80238593,-0.75762924,0.28888349,-0.035674995,5,LAYING,222
97,0.96548818,-0.44571872,-0.030390376,-0.056092517,0.76160856,5,WALKING,236
98,0.97005268,-0.28394649,-0.06604666599999999,-0.81854891,0.82672466,5,WALKING,240
99,0.96909508,0.9200533999999999,0.66318523,0.83973255,0.88632514,5,WALKING,246
100,0.9692021000000001,0.94368444,-0.18140699999999998,-0.0028077621,0.80817786,5,WALKING,251
101,0.94172475,0.12869560000000002,0.51813755,-0.75679241,0.91638244,5,WALKING_DOWNSTAIRS,259
102,0.91016973,0.77367999,-0.50965285,-0.45929721,-0.90065135,5,WALKING_UPSTAIRS,292
103,0.93791233,0.76100664,-0.42727653,0.22502984,-0.62225106,6,STANDING,22
104,0.93703084,-0.26948526,-0.66609256,0.8975158999999999,-0.16156585,6,STANDING,26
105,0.87866297,-0.9203336999999999,-0.92248069,0.99820323,-0.21893183,6,SITTING,33
106,0.95361571,-0.62783588,-0.98473506,0.49848038,-0.20297920000000003,6,SITTING,49
107,0.96184963,-0.61891936,-0.73652694,-0.07362834,0.091490733,6,SITTING,52
108,-0.48479869,0.33371428,0.52708618,0.85304142,0.47096551,6,LAYING,77
109,-0.48572114,0.78565721,0.6779269,0.98235146,0.012375336,6,LAYING,80
110,0.96686707,0.09840556199999999,-0.12349913,0.65046947,0.92485975,6,WALKING,97
111,0.967447,0.42626604,-0.21931047,-0.86255221,0.83507881,6,WALKING,104
112,0.95953935,0.88817024,-0.7737170999999999,-0.85977756,0.8151569000000001,6,WALKING,105
113,0.96974089,0.015113989,-0.054430774,0.21480288,-0.76437319,6,WALKING,110
114,0.95410053,0.21700332,-0.2448033,0.48249136,0.77223293,6,WALKING,114
115,0.9079501,0.87085105,0.74717404,0.91968127,-0.88567097,6,WALKING_UPSTAIRS,155
116,0.90541885,0.77481864,0.61510531,0.89993547,0.71626542,6,WALKING_UPSTAIRS,156
117,0.91405246,0.74181377,0.19061164,0.22163037,-0.97589494,6,WALKING_UPSTAIRS,160
118,0.90509398,0.55772331,0.42567713,-0.073580649,-0.11781689999999999,6,WALKING_UPSTAIRS,164
119,0.917842,0.77603104,0.98835225,0.68073714,-0.40572948,6,STANDING,184
120,0.92399806,-0.2815442,0.99341981,-0.20668853,-0.2874059,6,STANDING,187
121,-0.57064457,-0.94006573,0.06161766,-0.39189463,0.17610431,6,LAYING,221
122,-0.55049363,0.053582089000000006,-0.30717981,-0.96447709,0.4820126,6,LAYING,230
123,-0.47944305,-0.90748105,-0.25259407,-0.16273509,0.70433551,6,LAYING,248
124,0.95885948,0.024023142,-0.71154512,0.051872478,0.38968979,6,WALKING,254
125,0.9552539000000001,0.48415116,-0.26022486,-0.88875092,-0.91581981,6,WALKING,256
126,0.95751789,-0.62431824,0.22117661,-0.79476296,0.77883566,6,WALKING,259
127,0.92835203,-0.17567513,0.45273346,0.58801522,0.92145239,6,WALKING_DOWNSTAIRS,279
128,0.92158107,-0.65643856,-0.0096955907,0.43884206,-0.81477825,6,WALKING_DOWNSTAIRS,290
129,0.92976154,-0.50415153,0.19423328,0.04639672,0.98381935,6,WALKING_DOWNSTAIRS,295
130,0.92037714,0.07151575,0.90999394,-0.11092012,0.8745716,6,WALKING_UPSTAIRS,311
131,0.89847955,0.71349175,0.42331622,0.35323348,0.51561798,6,WALKING_UPSTAIRS,319
132,0.89821125,0.90315037,0.7548882,0.75204058,-0.84136116,6,WALKING_UPSTAIRS,322
133,0.96164487,0.42262656,0.90214923,0.062650698,0.087729221,7,STANDING,6
134,0.95144183,-0.68023912,0.98499952,-0.60488059,0.81309706,7,STANDING,23
135,0.9506111999999999,-0.43181805,0.96711957,-0.26711785,-0.22359491,7,STANDING,24
136,0.9756514000000001,-0.4575729,0.80317671,0.020159333999999998,0.06945535900000001,7,SITTING,39
137,0.9720754999999999,-0.44050079,0.43594653,0.31005253,0.72636768,7,SITTING,50
138,-0.46578235,-0.72740202,0.35972307,-0.90157723,-0.15920723,7,LAYING,56
139,-0.45701237,-0.53468563,0.30776045,-0.96368205,-0.096671905,7,LAYING,57
140,-0.45838352,0.50530098,-0.71009217,-0.96488057,0.79638305,7,LAYING,59
141,-0.44776162,0.959191,-0.9619235999999999,-0.98915501,0.19409502,7,LAYING,76
142,0.8972732,-0.54461828,-0.60202164,0.97684057,0.62265372,7,WALKING,94
143,0.89511735,0.53814233,0.52526001,0.9749291999999999,0.57340919,7,WALKING,95
144,0.89763476,-0.15457781,-0.65040657,0.78922088,0.68460014,7,WALKING,96
145,0.89410533,0.94728252,0.87316631,0.9730199,-0.057519984,7,WALKING,100
146,0.89703535,0.76255502,-0.082763161,0.44769935,0.37918275,7,WALKING,101
147,0.89593932,0.68415689,0.87330485,0.89968218,-0.23882033,7,WALKING,103
148,0.89554689,0.92009062,0.91182334,0.94598687,0.06742278,7,WALKING,108
149,0.91814083,0.30502647,-0.21028963,-0.26504226,0.96053576,7,WALKING_DOWNSTAIRS,114
150,0.92185523,0.45588625,-0.058677372,0.73880725,0.97846879,7,WALKING_DOWNSTAIRS,124
151,0.78281962,-0.55399513,0.53108164,-0.60900881,0.20294578,7,WALKING_UPSTAIRS,138
152,0.79833017,-0.59481183,0.99476428,-0.54890564,0.98650498,7,WALKING_UPSTAIRS,147
153,0.72206363,0.76083819,-0.65830902,-0.86483635,0.89228821,7,WALKING_UPSTAIRS,161
154,0.9624465,0.96977285,0.98389571,0.95711731,-0.62361247,7,STANDING,166
155,0.96336629,0.61325005,0.59626226,-0.019875438,-0.41564758,7,STANDING,168
156,0.97412855,-0.85436936,-0.82759711,0.81790065,0.21184247,7,SITTING,190
157,0.97413544,-0.44842702,-0.95852195,0.65873359,-0.13032081,7,SITTING,197
158,0.91093668,-1.0,-0.9511294,0.95484337,0.35959802,7,SITTING,199
159,0.96376121,-0.20396081,-0.92275538,0.55039512,0.39006175,7,SITTING,202
160,-0.5566308000000001,0.82041474,-0.77142893,-0.99412402,-0.17937664,7,LAYING,211
161,-0.57402606,0.99951671,-0.96273192,-0.96506776,-0.10879118,7,LAYING,217
162,-0.58526771,0.91843126,-0.75394889,-0.43703889,0.11444141,7,LAYING,220
163,-0.56108025,0.9644325999999999,0.12963099,0.022883882999999997,-0.38527203,7,LAYING,230
164,0.97536591,-0.79282305,-0.88662057,0.93307803,-0.37326274,7,WALKING,236
165,0.95654647,-0.95718527,-0.60337292,0.73349342,0.71626996,7,WALKING,239
166,0.97243613,-0.48087185,-0.29078385,0.86692871,0.90560183,7,WALKING,245
167,0.95821179,-0.366906,0.44050868,-0.71801967,0.59547734,7,WALKING,251
168,0.95148378,-0.26557717,-0.85245045,0.69835141,-0.99568917,7,WALKING_DOWNSTAIRS,268
169,0.94811921,-0.94150859,0.3340288,-0.044909069,0.8788504999999999,7,WALKING_DOWNSTAIRS,278
170,0.87650101,0.59015974,-0.81331588,-0.6968304,0.96868466,7,WALKING_UPSTAIRS,292
171,0.84515222,0.95205059,0.34602026,0.28558117,-0.90970053,7,WALKING_UPSTAIRS,306
172,0.97341658,0.43724747,0.65428064,-0.34370715,0.090037066,8,STANDING,12
173,0.63105437,-0.93700552,0.22508289,0.12416448,0.14809132,8,SITTING,24
174,0.63850059,-0.9932915999999999,-0.98856693,0.97771555,0.18010764,8,SITTING,30
175,0.8467425999999999,-0.99461097,-0.51386654,0.42235825,0.62978498,8,SITTING,31
176,0.88200089,-0.91835914,0.59100103,-0.86131393,0.60564563,8,SITTING,32
177,0.87149473,-0.98358409,-0.96671775,0.93660052,-0.50310475,8,SITTING,38
178,0.8644782,-0.751961,-0.63408329,0.97124391,0.36413359,8,SITTING,44
179,-0.30032733,-0.36471449,-0.713548,-0.39019216,-0.54979451,8,LAYING,45
180,-0.27045841,-0.43335983,-0.88410219,-0.03463258,0.24208144,8,LAYING,48
181,-0.26890825,-0.1416894,-0.94717156,-0.13338745,0.58851415,8,LAYING,49
182,-0.26688994,0.32009224,-0.59740048,-0.8261707,-0.47640612,8,LAYING,53
183,0.95730895,0.97094962,-0.92114467,-0.9049345,-0.87893056,8,WALKING,70
184,0.93494854,0.89248536,-0.54299453,-0.32059897,0.89851253,8,WALKING,76
185,0.9493663,-0.24363426,-0.78774888,-0.1915981,-0.79578711,8,WALKING,79
186,0.95000795,-0.22321424,0.27989568,-0.68098466,0.86765904,8,WALKING,82
187,0.94657915,0.66654899,-0.48406492,-0.0022210726,-0.71833589,8,WALKING,87
188,0.9098421,0.48085716,0.63151176,0.51333248,0.91969652,8,WALKING_UPSTAIRS,120
189,0.91186786,0.9763056999999999,0.95032856,0.9562506,-0.84578755,8,WALKING_UPSTAIRS,122
190,0.90786119,0.45269863,-0.23878987,0.69557404,0.87268976,8,WALKING_UPSTAIRS,127
191,0.90222833,0.67152563,-0.95058498,-0.69569333,0.92993961,8,WALKING_UPSTAIRS,134
192,0.97254016,0.30502270000000004,0.81879025,0.27486259,0.38635599,8,STANDING,139
193,0.97206278,-0.71088097,-0.45957013,0.94759313,0.41787722,8,STANDING,145
194,0.97196148,0.21686129999999998,-0.068430094,0.94671665,-0.35322371,8,STANDING,150
195,0.88636891,0.31559364,0.46009309,0.90835898,-0.017064185,8,STANDING,151
196,0.93618336,0.96331882,0.99909829,0.95741378,-0.31236807,8,STANDING,161
197,0.93597957,0.98513775,0.99946604,0.98338656,-0.057219282,8,STANDING,162
198,0.93180089,0.67039628,0.24908055,-0.44275152,0.35775043,8,STANDING,166
199,0.81973844,-0.96950395,-0.92683004,0.99060949,0.081445063,8,SITTING,167
200,0.77146493,0.29610664,-0.028636687999999997,0.86866287,0.0067462802,8,SITTING,171
201,0.95733505,-0.70793785,-0.94956568,0.55165985,0.60944288,8,SITTING,180
202,-0.40310836,0.98012473,-0.98082757,-0.97636524,0.011447676,8,LAYING,197
203,-0.46414499,0.94173211,-0.95374635,-0.9949051999999999,0.039324314,8,LAYING,203
204,-0.55538334,0.99307609,-0.97489836,-0.98835148,0.39033469,8,LAYING,209
205,0.8715536,0.36254155,0.34392095,-0.010324011,-0.64875426,8,WALKING,227
206,0.87603869,-0.15582472,0.038138363,-0.57029445,0.84247818,8,WALKING,237
207,0.90006661,0.89723085,0.90952049,0.92017323,0.94639081,8,WALKING_DOWNSTAIRS,245
208,0.87758243,-0.16569224,-0.52114911,-0.71798409,0.88592214,8,WALKING_DOWNSTAIRS,251
209,0.88938226,0.49735709,0.70087289,0.53301324,0.80656295,8,WALKING_DOWNSTAIRS,253
210,0.85464659,-0.51699105,0.84098279,-0.89409607,-0.92255854,8,WALKING_UPSTAIRS,262
211,0.76623174,-0.37667514,0.9592799999999999,-0.46746918,-0.89075228,8,WALKING_UPSTAIRS,272
212,0.79283448,0.90818354,0.26854684,0.19659418,0.80840692,8,WALKING_UPSTAIRS,275
213,0.81397997,-0.99839764,0.76070031,-0.73591566,0.11460025,11,SITTING,35
214,0.9271423000000001,0.18177033,-0.28152365,-0.18628459,-0.42203,11,SITTING,41
215,0.92662318,-0.57807094,0.0056400126,-0.75636347,-0.82107277,11,SITTING,44
216,0.92757524,-0.26968277,-0.29734782,0.98837701,-0.03166927,11,SITTING,47
217,-0.13378993,-0.26982264,-0.90205602,0.51947194,-0.20390456,11,LAYING,58
218,-0.12856384,-0.8741412000000001,0.85180348,-0.58916697,0.29010819,11,LAYING,65
219,0.93530873,0.27375463,-0.86776789,-0.45280173,0.87639123,11,WALKING,79
220,0.93543486,-0.13188129999999998,-0.60287405,0.54926613,-0.79916344,11,WALKING,89
221,0.93324563,0.78880592,-0.94217763,-0.61968815,-0.96684439,11,WALKING,94
222,0.9452122,0.63568907,-0.54694778,0.12308523,0.37956099,11,WALKING,99
223,0.88134522,0.38878172,-0.34257014,0.64909815,0.36677882,11,WALKING_UPSTAIRS,135
224,0.87532755,0.43824468,-0.34828937,0.46960758,-0.98539323,11,WALKING_UPSTAIRS,140
225,0.86783787,-0.5786806999999999,-0.81254275,0.46435243,-0.89290686,11,WALKING_UPSTAIRS,148
226,0.88190136,0.92412548,-0.18910763,0.016628214,-0.93573131,11,WALKING_UPSTAIRS,151
227,0.96612721,0.95303339,-0.82583406,-0.80107448,-0.15284215,11,STANDING,172
228,0.96687433,-0.73294458,-0.033417282,0.67570329,-0.56438115,11,STANDING,178
229,0.81504988,-0.36985629,0.66618087,-0.93902411,0.031719044,11,SITTING,183
230,0.8064293,-0.87590684,0.82199141,-0.49501789,-0.41413485,11,SITTING,189
231,0.80812443,-0.95637733,0.67105267,-0.47969551,0.17391665,11,SITTING,193
232,0.95832587,-0.77436123,-0.8820018000000001,0.39151073,-0.2612693,11,SITTING,199
233,0.95536981,0.31157749,-0.54622013,-0.83458468,-0.15528415,11,SITTING,204
234,0.95490148,-0.79767853,-0.24297821,-0.30011472,-0.056881892,11,SITTING,205
235,0.95313472,0.79323686,-0.78170229,-0.68276898,0.015864806000000002,11,SITTING,207
236,-0.10950954,0.81410374,-0.75893073,-0.47367732,0.25743255,11,LAYING,231
237,-0.10988173,0.7729689000000001,0.10984015,0.44075253,-0.21897456,11,LAYING,232
238,-0.11036401,0.60692517,0.052261825,-0.69436996,0.31363647,11,LAYING,234
239,0.95109276,-0.87964854,-0.54773436,0.58497646,-0.66746534,11,WALKING,238
240,0.95184381,0.75888419,0.29346035,0.60627011,-0.34220639,11,WALKING,241
241,0.95799345,0.84901089,-0.34031774,-0.24465734,0.48566688,11,WALKING,261
242,0.94529706,-0.15186511,-0.56474125,0.25562607,-0.99322283,11,WALKING_DOWNSTAIRS,280
243,0.93286932,0.93106416,0.16688567,-0.03641389,-0.96938068,11,WALKING_DOWNSTAIRS,287
244,0.94392161,0.88674272,-0.12017763,-0.21084275,0.95241881,11,WALKING_UPSTAIRS,289
245,0.90649195,0.25795449,-0.86204229,-0.34849544,0.91833702,11,WALKING_UPSTAIRS,305
246,0.90338721,-0.27952509,-0.61999516,0.85015732,0.92630223,11,WALKING_UPSTAIRS,306
247,0.92656734,0.94988145,0.83116201,0.66744737,0.62588512,14,STANDING,6
248,0.93527269,-0.63732509,0.92263759,-0.86824073,-0.19628513,14,STANDING,8
249,0.93755606,0.90678698,0.99702975,0.88298556,0.15729172,14,STANDING,9
250,0.87569516,0.9521951999999999,0.97726219,0.86939391,-0.14459717,14,STANDING,25
251,0.87753227,0.9059875,0.48871259,0.078989502,-0.53245102,14,STANDING,26
252,0.97219623,0.75856953,-0.9229525,-0.62892441,0.2716406,14,SITTING,41
253,0.96638016,0.75446508,0.93933995,0.89699665,0.56200841,14,SITTING,45
254,0.96548664,-0.15167852,0.35937755,0.86092004,-0.087518623,14,SITTING,46
255,0.96586022,-0.48233408,0.19158649,0.58756829,0.158807,14,SITTING,52
256,0.96542861,-0.82068402,0.46446753,-0.78092983,-0.19690106,14,SITTING,56
257,-0.22917039,-0.9979273999999999,0.74297946,-0.76413925,0.14305672,14,LAYING,63
258,0.83332329,0.59257111,0.20225669,0.40890482,0.38376528,14,WALKING,102
259,0.83327246,0.42397729,0.34559518,-0.59437066,-0.85609219,14,WALKING,104
260,0.8239947,-0.53235416,0.28637108,-0.88535217,-0.20896062,14,WALKING,108
261,0.85335329,0.74638049,0.85228362,0.42952884,-0.90468247,14,WALKING_DOWNSTAIRS,119
262,0.82457312,0.28657978,-0.21980126,0.79780604,0.85523892,14,WALKING_DOWNSTAIRS,124
263,0.82086427,0.72435553,0.34393582,0.77059437,0.82931552,14,WALKING_DOWNSTAIRS,125
264,0.77218995,0.51828437,-0.27230326,-0.9429788,-0.96292789,14,WALKING_UPSTAIRS,145
265,0.71723635,0.83595875,0.45368665,-0.062034065,-0.91535245,14,WALKING_UPSTAIRS,150
266,0.7003556,-0.073781943,0.13828389,-0.90159783,0.7661914000000001,14,WALKING_UPSTAIRS,160
267,0.7148745,0.24696601,-0.46854795,-0.007798695600000001,0.63567618,14,WALKING_UPSTAIRS,162
268,0.86230671,0.97211727,0.98488554,0.92064597,0.09335096699999999,14,STANDING,169
269,0.8626537000000001,0.89500346,0.98075807,0.79554398,0.030132362000000003,14,STANDING,170
270,0.96125866,-0.30280566,-0.8989119000000001,-0.0061565978,-0.024700582000000002,14,SITTING,197
271,0.95882606,-0.99138702,-0.94164441,0.97568994,0.48989377,14,SITTING,204
272,0.95627107,-0.92897576,0.20726201,-0.068641917,-0.13710237,14,SITTING,206
273,0.85076469,0.86298076,0.84092407,0.58941805,0.35044063,14,SITTING,208
274,-0.053738575999999996,0.94338843,-0.90636931,-0.98373649,-0.077661643,14,LAYING,240
275,0.76403815,0.53212242,0.033165695,-0.73753464,0.62615935,14,WALKING,266
276,0.78335173,0.58720398,0.54775565,-0.29290451,0.39648133,14,WALKING,275
277,0.75916486,0.78136657,0.5291087,-0.09052741199999999,-0.18786914,14,WALKING_DOWNSTAIRS,286
278,0.65699617,-0.83324353,0.8339254999999999,-0.9896497,0.70922585,14,WALKING_UPSTAIRS,303
279,0.71361337,0.058557702999999996,0.60067971,-0.61947792,-0.96439413,14,WALKING_UPSTAIRS,306
280,0.67537877,-0.65213785,0.54543018,-0.95581559,-0.70254275,14,WALKING_UPSTAIRS,308
281,0.64464286,-0.86600167,0.87978484,-0.97711284,-0.98600174,14,WALKING_UPSTAIRS,317
282,0.9613931,0.075540858,-0.14902009,0.96878907,0.22872648,15,STANDING,8
283,0.96225932,-0.97805108,-0.98660004,0.99234286,0.23158536,15,STANDING,12
284,0.76068529,-0.92200745,-0.81266142,0.69357548,-0.050282941,15,SITTING,34
285,-0.14633837,-0.79590423,-0.42032634,-0.18565745,-0.65525852,15,LAYING,88
286,0.94542534,0.17931618,0.24871611,0.86626693,0.024878665,15,WALKING,92
287,0.95745585,0.90850667,0.78099708,0.87090416,-0.61337042,15,WALKING,106
288,0.95164801,-0.86399286,-0.87489006,0.88771421,-0.88788969,15,WALKING,109
289,0.94957752,0.76526907,-0.047400089000000006,-0.23615181,-0.11658841,15,WALKING,111
290,0.94482541,0.94483138,0.54558624,0.48772303,0.62389962,15,WALKING_DOWNSTAIRS,121
291,0.93542195,0.42540218,-0.3800752,-0.74361555,0.94003879,15,WALKING_DOWNSTAIRS,126
292,0.9525210999999999,-0.22796819,0.13428173,0.62345628,0.84732305,15,WALKING_DOWNSTAIRS,128
293,0.90864854,0.71745601,0.70012662,0.48962596,-0.82217558,15,WALKING_UPSTAIRS,143
294,0.94452572,0.92266283,0.84857486,0.97563532,-0.98548496,15,WALKING_UPSTAIRS,154
